title,companyName,location,description,experienceLevel,contractType,sector,postedDate,python_mentioned,sql_mentioned,excel_mentioned,power bi_mentioned,tableau_mentioned,r_mentioned,machine learning_mentioned,communication_mentioned,aws_mentioned,azure_mentioned
"data analyst - power bi,python",UST,"Bengaluru, Karnataka, India","Design, develop, and maintain interactive dashboards and reports using Power BI.Automate data extraction and transformation processes using Python (Pandas, NumPy, etc.).Work with various data sources (SQL databases, APIs, Excel, etc.) to consolidate and prepare data for analysis.Translate business needs into analytical questions and deliver clear, data-driven insights.Collaborate with cross-functional teams (marketing, operations, finance, etc.) to support data initiatives.Ensure data quality, consistency, and integrity through validation and cleansing.Conduct exploratory data analysis (EDA) and ad hoc reporting.Support predictive modeling and statistical analysis as needed.",Mid-Senior level,Full-time,IT Services and IT Consulting,2025-05-23T00:00:00.000Z,1,1,1,1,0,1,0,0,0,0
data analyst,L&T Technology Services,"Vadodara, Gujarat, India","• Comprehend and execute in compliance with the Information Management Plan, the Information Management sections of Project Plans, Contract Job Specification, and other project specifications and supporting processes and procedures relating to data control • Ensure Project Information is timely controlled, accessible and current at all project locations. • Perform data collection, data cleansing, data transformation, and loading activity relating to Contractor, Supplier, and/or Internal Project Stakeholder data. • Perform quality checks for compliance, completeness and consistency with Project Requirements (Reference Data Library and other Project Specifications) for all Contractor, Supplier and Internal Project Stakeholder data. • Prepare data extracts from data validation tool to support loading of other stakeholder systems i.e., Commissioning, Operations and Maintenance, relevant to the next project phase. • Liaise with relevant support groups to deliver and configure data management tools to support management of data through the project lifecycle. • Ensure Project Reference Data Library is aligned to the Corporate RDL and governance processes are followed. • Maintain the Project (RDL) within the document and data management systems. • Prepare and deliver training materials for team members dealing with data management systems. • Report progress on completion of deliverables, issue look ahead and prepare standard reporting structure like Issue Log, Gap Analysis Report, Data Enrichment Report, Delta Report for identifying data gaps, discrepancy, value mismatch, etc. • Prepare 'Data Enrichment Report' by performing spot check of latest sample drawing/document (Datasheet, P&IDs etc.) and comparing with the asset dataset delivered by Contractor and/or Supplier. • Actively participate in project meetings and anticipate information management needs. • Ensure close engagement with document control team • Assist Data Analyst Lead and/or Information Management Lead with execution and final handover of project deliverables.",Mid-Senior level,Full-time,Engineering Services,2025-05-22T00:00:00.000Z,0,0,0,0,0,1,0,0,0,0
analyst,slice,"Bengaluru, Karnataka, India","About the Team:Do you sip data like coffee and dream in dashboards? Then you’re already one of us.We’re the Analytics team—curious minds who live for decision boards, love a good root cause analysis, and thrive on turning raw data into real impact. If digging into numbers and unlocking insights sounds like your kind of fun, you’ll fit right in.About the Role:As an Analyst at slice, you’ll turn data into decisions. You’ll work with teams across Growth, Credit, Product, and Leadership to uncover insights, solve real business problems, and drive strategy. If you’re excited about using data to fuel impact at scale, this role is for you.What You’ll Be Do:You'll start with first principles thinking—breaking down problems to their core, using data and analytical reasoning to uncover insights that really move the needle for the business and create a better experience for our customers.You'll get hands-on across the analytics spectrum:Descriptive – building clear, compelling visualizations and dashboardsDiagnostic – digging into the why behind trends and performancePrescriptive – turning insights into recommendations that drive smart decisionsYou’ll work side-by-side with functional leaders and business partners across teams like Growth, Retention, Product, Risk, Engineering, Marketing Fraud, and Ops, asking the right questions, challenging assumptions, and helping define the real business problems worth solving.And most importantly, you’ll turn complex data into simple, actionable stories—crafting solutions that power big decisions and deliver real impact at scale.What You'll Need:Hustle + Heart: You’ve got the drive to build data solutions that touch millions of lives—and the curiosity to keep asking “what’s next?”1–3 years of digging into real business problems, uncovering insights, and driving decisions that actually move the needleYou speak data fluently: Advanced SQL is your second language, and you’re comfortable in Python, R, or Excel when the situation calls for it.Problem-solver at your core: You love breaking big, messy problems into bite-sized pieces—and crafting smart, scalable solutions.Confident communicator + natural storyteller: You don’t just deliver data—you inspire action with it.Always learning: Whether it’s a new tool, tech, or technique, you're excited to expand your toolkit.Visualization is your superpower. Whether it’s dashboards or decks, you know how to turn numbers into a story people get.Life at slice:Life so good, you’d think we’re kidding:Competitive salaries. Period.An extensive medical insurance that looks out for our employees & their dependants. We’ll love you and take care of you, our promise.Flexible working hours. Just don’t call us at 3AM, we like our sleep schedule.Tailored vacation & leave policies so that you enjoy every important moment in your life.A reward system that celebrates hard work and milestones throughout the year. Expect a gift coming your way anytime you kill it here.Learning and upskilling opportunities. Seriously, not kidding.Good food, games, and a cool office to make you feel like home. An environment so good, you’ll forget the term “colleagues can’t be your friends”.We believe in equality. Period.At slice, we are committed to building a diverse and talented workforce. We never discriminate on the basis of race, sex, religion, colour, national origin, gender, gender identity, sexual orientation, age, marital status, veteran status, medical condition, disability, or any other class or characteristic protected by the applicable law.We consider all qualified job-seekers with criminal histories in a manner consistent with the applicable law. Additionally, we are committed to providing reasonable accommodations to qualified individuals with physical or mental disabilities in order to participate in the job application or interview process, perform essential job functions, and receive other benefits and privileges of employment.Come join our crew!About Usslice, feel easy with money.slice’s purpose is to make the world better at using money and time, with a major focus on providing the best consumer experience. We believe that the best product will always transcend customer demographics, like how great music touches most of us. slice app brings a fast and simple way to make payments and access credit with its cornerstone products: slice account, slice UPI, and slice borrow.At slice, you’ll have the opportunity to make a significant and positive impact on people's lives with your career. Today, we have employees with an average age of 26, sharing the same belief in innovation, self-motivation, and happiness. We tailor our working experience with the belief that the present moment is the only real thing in life. And we have harmony in the present the most when we feel happy and successful together.We are also backed by leading investors such as Tiger Global, Insight Partners, Advent International, Blume Ventures, and Gunosy Capital.",Associate,Full-time,Financial Services and Banking,2025-05-11T00:00:00.000Z,1,1,1,1,0,1,0,0,0,0
data analyst,Autodesk,"Bengaluru, Karnataka, India","Job Requisition ID #25WD86554Position OverviewAs a Data Analyst, Customer Technical Success (CTS) at Autodesk, you will provide analytical expertise to support key strategic and operational initiatives for our CTS Organization. You will use a range of statistical methods, algorithms, and analysis techniques to surface insights and advise business leaders on strategy and identify opportunities to optimize business processes, customer experiences, and offerings. You will work closely with business stakeholders to distill your analysis into actionable insights and recommendations. This role supports the Content Strategy & Experience team in Customer Technical Success, ensuring high-quality product expertise is delivered to customers as they learn, adopt, and use Autodesk’s platform through impactful content experiences.Key Responsibilities Support business stakeholders with in-depth analysis, continually mining for insights to drive operational improvements. Conduct research from problem definition through execution of analysis and highlight potential areas of concern for senior management based on your analysis. Assess the impact of business strategies and provide clear articulation of analysis to support decision-making for senior management. Execute sophisticated qualitative and quantitative analyses, including advanced modeling, that translate raw data into insights that can be turned into actionable recommendations and built into reports and dashboards. Act as the data subject matter expert for the area of the business you support, understanding dataset structure, data quality, and appropriate analysis use cases. Understand existing metrics and data models and identify and document areas for improvement to contribute to the overall Autodesk data infrastructure. Engage business leaders to determine how to best answer their questions through analysis. Provide clear and actionable insights and recommendations to drive business decisions. Tell compelling stories using data and reporting tools. Weave together a narrative of what is happening in the business based on your analysis, using tools like PowerBI and PowerPoint to present data effectively.Minimum Qualifications Experience with statistical analysis software. Strong experience with BI/Data Visualization tools (e.g., PowerBI). Strong experience with presenting data and storytelling tools (e.g., PowerPoint). Proficiency in Python. Experience writing SQL queries and working with large datasets. Proven ability to conduct sophisticated qualitative and quantitative analyses. Strong analytical and problem-solving skills. Excellent verbal and written communication skills.Learn MoreAbout AutodeskWelcome to Autodesk! Amazing things are created every day with our software – from the greenest buildings and cleanest cars to the smartest factories and biggest hit movies. We help innovators turn their ideas into reality, transforming not only how things are made, but what can be made.We take great pride in our culture here at Autodesk – our Culture Code is at the core of everything we do. Our values and ways of working help our people thrive and realize their potential, which leads to even better outcomes for our customers.When you’re an Autodesker, you can be your whole, authentic self and do meaningful work that helps build a better future for all. Ready to shape the world and your future? Join us!Salary transparencySalary is one part of Autodesk’s competitive compensation package. Offers are based on the candidate’s experience and geographic location. In addition to base salaries, we also have a significant emphasis on discretionary annual cash bonuses, commissions for sales roles, stock or long-term incentive cash grants, and a comprehensive benefits package.Sales CareersWorking in sales at Autodesk allows you to build meaningful relationships with customers while growing your career. Join us and help make a better, more sustainable world. Learn more here: https://www.autodesk.com/careers/salesDiversity & BelongingWe take pride in cultivating a culture of belonging and an equitable workplace where everyone can thrive. Learn more here: https://www.autodesk.com/company/diversity-and-belongingAre you an existing contractor or consultant with Autodesk? Please search for open jobs and apply internally (not on this external site).",Mid-Senior level,Full-time,"Software Development, Design Services, and IT Services and IT Consulting",2025-05-13T00:00:00.000Z,1,1,1,0,0,1,0,1,0,0
mis_data_insights,PhonePe,"Bengaluru, Karnataka, India","About PhonePe Group: PhonePe is India’s leading digital payments company with 50 crore (500 Million) registered users and 3.7 crore (37 Million) merchants covering over 99% of the postal codes across India. On the back of its leadership in digital payments, PhonePe has expanded into financial services (Insurance, Mutual Funds, Stock Broking, and Lending) as well as adjacent tech-enabled businesses such as Pincode for hyperlocal shopping and Indus App Store which is India's first localized App Store. The PhonePe Group is a portfolio of businesses aligned with the company's vision to offer every Indian an equal opportunity to accelerate their progress by unlocking the flow of money and access to services.CultureAt PhonePe, we take extra care to make sure you give your best at work, Everyday! And creating the right environment for you is just one of the things we do. We empower people and trust them to do the right thing. Here, you own your work from start to finish, right from day one. Being enthusiastic about tech is a big part of being at PhonePe. If you like building technology that impacts millions, ideating with some of the best minds in the country and executing on your dreams with purpose and speed, join us!Role OverviewAs a Data Insights Analyst specializing in Customer Experience (CX), you will play a key role in transforming raw data into powerful insights that drive customer engagement and business growth. This role places strong emphasis on Power BI expertise and your ability to craft and “sell” data-driven stories to influence strategic decisions. You will work cross-functionally to identify trends, develop customer-centric strategies, and shape the customer journey with data as your guide.Key ResponsibilitiesData Analysis & Customer InsightsCollect, process, and analyze large datasets from customer interactions, surveys, and behavior logs.Identify patterns, trends, and opportunities to improve customer satisfaction, reduce churn, and enhance overall experience.Collaborate with the CX team and other departments to influence and optimize the customer journey.Power BI Development & ReportingDesign, build, and maintain interactive Power BI dashboards that deliver real-time insights and support CX decision-making.Connect to and model data from multiple sources (e.g., SQL, APIs, Excel) to create scalable, robust analytical solutions.Utilize advanced Power BI features: DAX calculations, data modeling, Power Query, bookmarks, drill-through, custom visuals, and mobile optimization.Implement row-level security (RLS), dataflows, and scheduled refreshes to manage data governance and access control.Storytelling & Data SellingCraft and present compelling narratives based on insights—translating complex data into clear, engaging stories that influence non-technical stakeholders.Clearly communicate the “why” behind the numbers and sell insights to drive strategic initiatives and customer-focused improvements.Predictive & Strategic AnalysisUse predictive analytics and statistical models to forecast customer behavior, identify risk signals, and uncover growth opportunities.Track key performance indicators (KPIs) related to customer experience, and monitor the impact of implemented strategies.Cross-functional CollaborationPartner with product, marketing, and customer support teams to provide a unified, data-informed perspective on customer experience.Promote a culture of data literacy and insight-driven decision-making across the organization.Continuous ImprovementStay up to date with emerging trends in analytics, CX strategy, and Power BI best practices.Recommend process improvements and tools to enhance data collection, visualization, and interpretation.QualificationsBachelor’s degree in Data Science, Statistics, Business Analytics, or a related field (Master’s preferred).Proven experience as a Data Analyst in a CX, marketing, or customer strategy environment.Advanced Power BI skills:Power Query, data modeling (star/snowflake schema)DAX formulas and calculated measuresPower BI Service (workspaces, apps, dataflows)Row-Level Security (RLS), scheduled refresh, and performance tuningProficient in SQL, and working knowledge of Python or R is a plus.Demonstrated ability to translate data into actionable insights and sell insights through strong storytelling and visualization.Strong understanding of CX metrics and methodologies (e.g., NPS, CSAT, CES).Excellent communication and stakeholder engagement skills.Self-motivated, curious, and able to thrive in a fast-paced, collaborative environment.PhonePe Full Time Employee Benefits (Not applicable for Intern or Contract Roles)Insurance Benefits - Medical Insurance, Critical Illness Insurance, Accidental Insurance, Life InsuranceWellness Program - Employee Assistance Program, Onsite Medical Center, Emergency Support SystemParental Support - Maternity Benefit, Paternity Benefit Program, Adoption Assistance Program, Day-care Support ProgramMobility Benefits - Relocation benefits, Transfer Support Policy, Travel PolicyRetirement Benefits - Employee PF Contribution, Flexible PF Contribution, Gratuity, NPS, Leave Encashment Other Benefits - Higher Education Assistance, Car Lease, Salary Advance PolicyWorking at PhonePe is a rewarding experience! Great people, a work environment that thrives on creativity, the opportunity to take on roles beyond a defined job description are just some of the reasons you should work with us. Read more about PhonePe on our blog.Life at PhonePePhonePe in the news",Entry level,Full-time,Software Development,2025-05-19T00:00:00.000Z,1,1,1,1,0,1,0,1,0,0
data analyst,hackajob,"Hyderabad, Telangana, India","hackajob is collaborating with Wipro to connect them with exceptional tech professionals for this role.Title: Data Analyst - L3Requisition ID: 63337City: HyderabadCountry/Region: INWipro Limited (NYSE: WIT, BSE: 507685, NSE: WIPRO) is a leading technology services and consulting company focused on building innovative solutions that address clients’ most complex digital transformation needs. Leveraging our holistic portfolio of capabilities in consulting, design, engineering, and operations, we help clients realize their boldest ambitions and build future-ready, sustainable businesses. With over 230,000 employees and business partners across 65 countries, we deliver on the promise of helping our customers, colleagues, and communities thrive in an ever-changing world. For additional information, visit us at www.wipro.com.Job DescriptionPosition: Data AnalystBand:B2Qualification: B.Tech / DegreeExperience: >48 MonthsEssential Hiring Skills: SQL, Advance SQL, Visualization Tools (Looker, PLX, etc.,) , Excel / Spreasheet , PresentationsGood to have Hiring Skills: Good to have Google Tools knowledgeResponsibilities Querying and Scripting: Writing (Simple and Advance) and modifying SQL scripts to extract, manipulate, and analyze data. Dashboard Creation and Maintenance: Building and updating dashboards to visualize data, ensure data accuracy, and make necessary adjustments. Data Validation and Quality Control (QC): Verifying data accuracy, identifying mismatches between sources, and performing QC checks. Data Analysis and Interpretation: Analyzing data to identify trends, discrepancies, and insights, and providing explanations for observations. Reporting and Documentation: Communicating findings, updates, and challenges through documents and reports. Collaboration and Communication: Working with other team members, including business analysts (BAs), engineers, and operations teams, to understand requirements, provide updates, and address issues.Languages: English, HindiDelivery Location: Location : Hyderabad ; Work Mode : Work from Office.Shift: RegularMandatory Skills: Geographic Info. Systems(Car support) .Experience: 3-5 Years .Reinvent your world. We are building a modern Wipro. We are an end-to-end digital transformation partner with the boldest ambitions. To realize them, we need people inspired by reinvention. Of yourself, your career, and your skills. We want to see the constant evolution of our business and our industry. It has always been in our DNA - as the world around us changes, so do we. Join a business powered by purpose and a place that empowers you to design your own reinvention. Come to Wipro. Realize your ambitions. Applications from people with disabilities are explicitly welcome.",Entry level,Full-time,Software Development,2025-05-24T00:00:00.000Z,0,1,1,0,0,1,0,1,0,0
analyst - data analytics,American Express,"Gurugram, Haryana, India","At American Express, our culture is built on a 175-year history of innovation, shared values and Leadership Behaviors, and an unwavering commitment to back our customers, communities, and colleagues. As part of Team Amex, you'll experience this powerful backing with comprehensive support for your holistic well-being and many opportunities to learn new skills, develop as a leader, and grow your career.Here, your voice and ideas matter, your work makes an impact, and together, you will help us define the future of American Express.Function Description:The AIM (Analytics, Investment & Marketing Enablement) team – a part of GCS Marketing– is the analytical engine that enables Global Commercial business portfolio of American Express. Accelerating growth momentum, increasing profitability, and powering up our value proposition are key objectives for this organization. The team enables GCS Marketing business by providing actionable insights to drive business strategy and growth. This Analyst (Band 30) role would be based in Gurgaon (India) and would be focused on driving sentinel measurement Analytics spanning across channels and product offerings from Amex. Key Responsibilities include:Support and enable the business partners with campaign measurements, ROI analysis and actionable data driven insights for acquisition & engagement treatments in GCSDevelop analytical solutions for GCS business teams by gathering requirements from stakeholders, performing data analysis, presenting results Accurate, timely and efficient delivery of monthly results reporting for marketing & sales leadershipKeen on exploration and analysis of data from various data sources, translate the same to excellent visual case studies.Quick learner quick to understand the business and support pilot projects amidst ambiguityCollaborate with functional leaders, business partners and senior leaders to assess business needs, evaluate project feasibility, ensure data integrity, and provide actionable recommendations in times of constant change Build a solid relationship/partnership with Marketing Stakeholders, drive projects end to end with full accountability and growth mindset Minimum Qualifications:Degree in a quantitative field preferred – e.g. B. Tech; BSc/MSc Statistics, Bachelors/master’s in economicsKnowledge of Hive, Python, PySpark, SQL encompassing data manipulation and statistical modeling/data-mining techniquesStrong analytical aptitude and technical skillsProject ManagementExcellent verbal, written, and interpersonal communications skills with an ability to formulate and communicate results & methodologies in a clear and compelling way A demonstrated ability to work in high-pressure situations with minimal errors An optimistic and growth mind-set with a tremendous will to win Should be able to function with minimum supervision with high sense of ownership Should be comfortable with flexible shift timings to support Global PartnersStrong technical and problem-solving skills Strong communication and interpersonal skillsAbility to analyze large amounts of data and create innovative solutions Ability to work effectively in a team environment Ability to learn quickly and work independently with complex, unstructured initiativesAbility to challenge the status quo and drive innovationPreferred Qualifications:1-2 years of relevant experience with strong knowledge of skills like Python, SQL & Advanced Excel required; R also good to have. Good knowledge of statistical techniques like hypothesis testing, regression, KNN, t test, chi-square testRelevant experience in campaign measurement/marketing analytics is a plusExperience in marketing analytics and campaign measurement preferred; relevant industry experience preferredWe back our colleagues and their loved ones with benefits and programs that support their holistic well-being. That means we prioritize their physical, financial, and mental health through each stage of life. Benefits include:Competitive base salaries Bonus incentives Support for financial-well-being and retirement Comprehensive medical, dental, vision, life insurance, and disability benefits (depending on location) Flexible working model with hybrid, onsite or virtual arrangements depending on role and business need Generous paid parental leave policies (depending on your location) Free access to global on-site wellness centers staffed with nurses and doctors (depending on location) Free and confidential counseling support through our Healthy Minds program Career development and training opportunitiesAmerican Express is an equal opportunity employer and makes employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran status, disability status, age, or any other status protected by law.  Offer of employment with American Express is conditioned upon the successful completion of a background verification check, subject to applicable laws and regulations.",Entry level,Full-time,Financial Services,2025-05-29T00:00:00.000Z,1,1,1,0,0,1,0,1,1,0
data analyst,hackajob,"Hyderabad, Telangana, India","hackajob is collaborating with Wipro to connect them with exceptional tech professionals for this role.Title: Data Analyst - L3Requisition ID: 64089City: HyderabadCountry/Region: INWipro Limited (NYSE: WIT, BSE: 507685, NSE: WIPRO) is a leading technology services and consulting company focused on building innovative solutions that address clients’ most complex digital transformation needs. Leveraging our holistic portfolio of capabilities in consulting, design, engineering, and operations, we help clients realize their boldest ambitions and build future-ready, sustainable businesses. With over 230,000 employees and business partners across 65 countries, we deliver on the promise of helping our customers, colleagues, and communities thrive in an ever-changing world. For additional information, visit us at www.wipro.com.Job DescriptionRole PurposeThe purpose of this role is to interpret data and turn into information (reports, dashboards, interactive visualizations etc) which can offer ways to improve a business, thus affecting business decisions.͏Do Managing the technical scope of the project in line with the requirements at all stages Gather information from various sources (data warehouses, database, data integration and modelling) and interpret patterns and trends Develop record management process and policies Build and maintain relationships at all levels within the client base and understand their requirements. Providing sales data, proposals, data insights and account reviews to the client base Identify areas to increase efficiency and automation of processes Set up and maintain automated data processes Identify, evaluate and implement external services and tools to support data validation and cleansing. Produce and track key performance indicators Analyze the data sets and provide adequate information Liaise with internal and external clients to fully understand data content Design and carry out surveys and analyze survey data as per the customer requirement Analyze and interpret complex data sets relating to customer’s business and prepare reports for internal and external audiences using business analytics reporting tools Create data dashboards, graphs and visualization to showcase business performance and also provide sector and competitor benchmarking Mine and analyze large datasets, draw valid inferences and present them successfully to management using a reporting tool Develop predictive models and share insights with the clients as per their requirement͏DeliverNo Performance Parameter Measure Analyses data sets and provide relevant information to the client No. Of automation done, On-Time Delivery, CSAT score, Zero customer escalation, data accuracy͏͏Mandatory Skills: Salesforce Data Migration .Experience: 3-5 Years .Reinvent your world. We are building a modern Wipro. We are an end-to-end digital transformation partner with the boldest ambitions. To realize them, we need people inspired by reinvention. Of yourself, your career, and your skills. We want to see the constant evolution of our business and our industry. It has always been in our DNA - as the world around us changes, so do we. Join a business powered by purpose and a place that empowers you to design your own reinvention. Come to Wipro. Realize your ambitions. Applications from people with disabilities are explicitly welcome.",Entry level,Full-time,Software Development,2025-05-24T00:00:00.000Z,0,0,0,0,0,1,0,0,0,0
data analyst,Thomson Reuters,"Hyderabad, Telangana, India","We are seeking a talented and detail-oriented Data Analyst to join our Reporting Team. In this role, you will specialize in curating insightful and visually compelling reports using tools such as Power BI, Tableau, Python, Excel, and PowerPoint.A key component of this position is integrating AI solutions into our reporting processes to enhance data-driven decision-making for our stakeholders. Collaboration with stakeholders is essential to ensure our reporting solutions effectively meet their needs. If you are passionate about data visualization and leveraging AI technologies, we would love to hear from you!About The RoleIn this opportunity as a Data Analyst, you will: Develop, design, and maintain interactive and dynamic reports and dashboards using Power BI, Tableau, Excel, and PowerPoint.Collaborate closely with stakeholders to understand their reporting needs, deliver actionable insights, and ensure satisfaction.Utilize AI and machine learning techniques to enhance reporting solutions and provide predictive insights.Analyze complex datasets to identify trends, patterns, and anomalies that can inform business decisions.Ensure data integrity and accuracy in all reporting solutions.Provide training and support to team members and stakeholders on the use of reporting tools and AI technologies.Continuously seek opportunities to improve reporting processes and tools, staying updated with the latest industry trends and technologies.Communicate findings and recommendations to stakeholders through clear and concise presentations and reports.About you:You’re a fit for the role of Data Analyst if you:Bachelor’s degree in Data Science, Computer Science, Statistics, Business Analytics, or a related field.3-6 years of experience as a Data Analyst or in a similar role, with a strong portfolio of reporting and dashboard projects.Proficiency in Power BI, Tableau, Python, Excel, and PowerPoint.Experience with AI technologies and machine learning algorithms is needed.Strong data analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy.Excellent communication and presentation skills.Ability to work collaboratively in a team environment as well as independently.Experience with programming languages such as Python or R.Familiarity with SQL for data extraction and manipulation.Knowledge of data warehousing, ETL processes, LLMs..What’s in it For You?Hybrid Work Model: We’ve adopted a flexible hybrid working environment (2-3 days a week in the office depending on the role) for our office-based roles while delivering a seamless experience that is digitally and physically connected.Flexibility & Work-Life Balance: Flex My Way is a set of supportive workplace policies designed to help manage personal and professional responsibilities, whether caring for family, giving back to the community, or finding time to refresh and reset. This builds upon our flexible work arrangements, including work from anywhere for up to 8 weeks per year, empowering employees to achieve a better work-life balance.Career Development and Growth: By fostering a culture of continuous learning and skill development, we prepare our talent to tackle tomorrow’s challenges and deliver real-world solutions. Our Grow My Way programming and skills-first approach ensures you have the tools and knowledge to grow, lead, and thrive in an AI-enabled future.Industry Competitive Benefits: We offer comprehensive benefit plans to include flexible vacation, two company-wide Mental Health Days off, access to the Headspace app, retirement savings, tuition reimbursement, employee incentive programs, and resources for mental, physical, and financial wellbeing.Culture: Globally recognized, award-winning reputation for inclusion and belonging, flexibility, work-life balance, and more. We live by our values: Obsess over our Customers, Compete to Win, Challenge (Y)our Thinking, Act Fast / Learn Fast, and Stronger Together.Social Impact: Make an impact in your community with our Social Impact Institute. We offer employees two paid volunteer days off annually and opportunities to get involved with pro-bono consulting projects and Environmental, Social, and Governance (ESG) initiatives.Making a Real-World Impact: We are one of the few companies globally that helps its customers pursue justice, truth, and transparency. Together, with the professionals and institutions we serve, we help uphold the rule of law, turn the wheels of commerce, catch bad actors, report the facts, and provide trusted, unbiased information to people all over the world.About UsThomson Reuters informs the way forward by bringing together the trusted content and technology that people and organizations need to make the right decisions. We serve professionals across legal, tax, accounting, compliance, government, and media. Our products combine highly specialized software and insights to empower professionals with the data, intelligence, and solutions needed to make informed decisions, and to help institutions in their pursuit of justice, truth, and transparency. Reuters, part of Thomson Reuters, is a world leading provider of trusted journalism and news.We are powered by the talents of 26,000 employees across more than 70 countries, where everyone has a chance to contribute and grow professionally in flexible work environments. At a time when objectivity, accuracy, fairness, and transparency are under attack, we consider it our duty to pursue them. Sound exciting? Join us and help shape the industries that move society forward.As a global business, we rely on the unique backgrounds, perspectives, and experiences of all employees to deliver on our business goals. To ensure we can do that, we seek talented, qualified employees in all our operations around the world regardless of race, color, sex/gender, including pregnancy, gender identity and expression, national origin, religion, sexual orientation, disability, age, marital status, citizen status, veteran status, or any other protected classification under applicable law. Thomson Reuters is proud to be an Equal Employment Opportunity Employer providing a drug-free workplace.We also make reasonable accommodations for qualified individuals with disabilities and for sincerely held religious beliefs in accordance with applicable law. More information on requesting an accommodation here.Learn more on how to protect yourself from fraudulent job postings here.More information about Thomson Reuters can be found on thomsonreuters.com.",Associate,Full-time,"Financial Services, Legal Services, and IT Services and IT Consulting",2025-05-29T00:00:00.000Z,1,1,1,1,1,1,1,1,0,0
data analyst,EXL,"Gurugram, Haryana, India","We are seeking a highly skilled and motivated CCAR/CECL Modeler to join our team. In this role, you will develop and deploy regulatory models used for regulatory reporting and financial forecasting. The ideal candidate should have expertise in statistical modeling, data analysis, and financial risk assessment, with a strong emphasis on understanding CCAR and CECL requirements.Responsibilities:Conducting specific aspects of the model development life cycle, which involves data acquisition, assessing data integrity, model development, documentation, and implementation assistance.Obtain, clean, and verify data used in model development, ensuring data integrity and quality.Design, develop, test, and validate statistical models for forecasting credit losses and assessing portfolio riskProvide comprehensive documentation for models and present findings to stakeholdersQualifications:3-5+ years of experience in analytics, preferably in Banking and Financial Services.Hands-on experience working on regulatory models.Proficient in various statistical techniques, including regression, time series analysis.Understanding of credit risk, portfolio risk, and regulatory frameworks (e.g., CCAR, CECL).Excellent problem-solving and analytical skills, with the ability to work on complex projects and deliver high-quality results.Proficiency in programming languages such as PythonStrong communication skills, both written and verbal, with the ability to convey complex ideas to stakeholders.",Mid-Senior level,Full-time,IT Services and IT Consulting,2025-05-28T00:00:00.000Z,1,0,1,0,0,1,0,1,0,0
